comment,star
又一位中国（文）人的老朋友。,3
crappy translation!translator sucks!,2
又一年“在读”压舱,5
課程需要研讀 ,3
有情怀，也有办法。很难得看到这样的好书,5
"有趣ㄉ講說
有專業 有趣味 ",4
无聊到爆！为论文而论文，通篇专业词，不觉得有多高明，玄之又玄，盘空了！,1
导师推荐的,5
可以用一年，今后每年也是必买之物了,5
自然给了你极大的成就，但你终究还是逃不过文明的牢笼。想想毛姆那书真是太小清新了。,4
轻与重系列里最不喜欢的一本了 太水了,2
太多学生习作......,3
推荐给对陶瓷史和考证有兴趣且略懂的人（看了3/4看不下去了，我还是去看小说比较合适）,4
对了解笔法有帮助,3
又热血沸腾了吗？,4
好漂亮的图册,5
关于巴洛克、管风琴的那些事儿。老马是乐迷中的人才,4
我觉得是喜欢插画的人必备的可惜目前我只有一辑,5
不喜欢艺术理论类shuji,3
与风景对话~,4
并不是《研究》,4
讲得详细，思路适合成年自学者。不足的是有些材料初学不见得用得上，篇章可以调一下。,5
没想象的有诚意，有点后悔买,3
70M硬盘空间,2
很不错的一本书。让人静下心来。,4
赵鼎新的策略是退一步，进两步，在不承认的基础上承认。思路有些妙。,5
只读了习俗和信仰,5
粗览一过。极妙。,5
看论文的感觉,4
应该说，扫一眼就有种我拿到了武林秘籍的感觉吧,5
漫画很不错哒。。历史啊。。。。唉。。,4
一星給翻譯。,1
为什么内页不是彩色的...鉴赏作品表示好心塞,4
极佳的入门（虽然书做的很好，不过这个定价是有点太不厚道了~）,5
原来那些寻常日子的欢愉，也充盈了诱人的机巧。,4
里面的画好美，其实都是中国古代插花，只不过日本人给继承发扬了,4
一年又一年。,5
和电影中的形象差很多，之前还怀疑他作品的可信度，现在明白，他绝对做得到！,4
每一个学建筑的学生都应该看一看这本书。。。如果足够幸运的话，希望是在你大一的时候。,5
德国是艺术哲学大国……作者的理论较偏向于探讨文学的形式意义,4
不错的入门书，讲得蛮细蛮透,5
完全不明所以,1
这个挺好的，但是还没有读完，上次读的时候是在大二吧我记得。。。,5
20151001，我还挺喜欢的，就是淘宝官方和京东价格也差的太多了吧。。。,5
散文式的哲学评论，适合在降温天气读的书。,4
啊，感觉有机会要拿艺术的故事出来对比看一下～赞赞赞！,5
光明城蓝。,5
网代本手 入船本手 扬羽本手 深山本手 躺身……江户48手，也就是48种体位指南。,4
杀鸡用宰牛刀又不讨好之作。开头分析动画的一些还蛮厉害的。,3
清新入门书,4
还行，类似于体验日志的样子？货不多，但是作为了解经验还不错。,4
首先 很重的一本书 可以代替板砖拍人；其次 很华丽，很好，很强大！皇帝果真太有钱了！！！,5
陕西河南最好，其次是河北山西山东,5
门外汉看热闹，但是感觉就很厉害的样子,3
用老实人的口吻在说谎，言不由衷，文不对题，散散漫漫,3
"我的教科书
",5
某编剧推荐的，还行,4
补刀,4
【2017020】水彩很自由。,4
毫无启发,3
当做卢浮宫画册读了。,3
上课用的教科书,3
"很学术了旁征博引，很见功底
",4
很棒的入门级书籍,5
梳理中国山水画发展史，有理论有情致，入门好读物。,4
如果早十年看到这本书，我觉得我的人生都会被改写。,5
鲍德里亚遗作，已经深入思考了人工智能。,5
感觉和余大师的《千年一叹》差不多，就是单纯的描写加上先入为主的偏见。,3
实在不喜欢漫画，尤其是政治题材的，太丑恶。,3
像是维基百科的摘录,2
只有行动才是艺术家 ,4
看了好久。。。,4
亲切的艺术随笔~~,5
教科书-。-,5
明年要做更糟糕的自己，再见！,5
莫名其妙地在厦大图书馆里看得泪眼婆娑 哎,5
目前看过的最好读的关于设计的书，很多典型例子，可以当故事／史书来读。From&@首图。,4
“我们不断地想为自己找一条出路，但又永远为自己的激情与感觉所禁锢。” 全新视觉杂志，回归。,5
很好玩～,5
浅显好玩儿，马爷偶尔还抖搂个小段子，我一边看一边笑，联想他那个藏点小坏笑的小眼睛和扑克脸。,4
京东满199-100 买的，非常喜欢，以后都会买！~60的定价也很值得。,5
今天《音乐的容器》到了，一口气读完。舒服！,5
洗完澡一会儿就翻完了，产生了十分钟“我获得了新生”的幻觉。,3
这本书可取的部分在后半本里头,4
一本无比精致的艺术史,5
图文并茂，讲得通俗、细致、完整。,5
果然是阿宅研究中比较优秀的书。赞小哥,4
每一件都美极了，细节控各种满足~,4
有一种卖肾的冲动！,5
“不是所有人都是时代的孩子，你永远不知道一个浮华社会里埋藏着多么古典的精神。”,5
很好，不过里面介绍的作者基本都搜不到啊,4
最喜欢这个。,5
似乎是删减本，只能作为入门。,3
第7本扬之水：）,5
草草翻翻，当作读过吧！,4
我开始每天找段时间，放开一切，学着认认真真地呼吸。,3
观点新颖给力，难得得是叙述没有僵硬的学术模板，个性明显,5
老一辈社会学家对于这个社会，对于中国社会学的贡献，是几颗星都评价不了的。,5
今是昨非，不看了,2
脉络清晰，可读性极强。涉及很多跟宗教艺术有关的知识，身为门外客只能看热闹。,5
断断续续看了好久，还会反复再看。,5
众译版，干到噎人的干货。图像小说部分是针对漫画创作的，配合《理解漫画》可以说是无敌了,5
读完有点理解为何90页的书也要精装了……,5
这是以漫画为题的欧洲艺术社会史，也有对思想史的零星分析，插图非常多，既好读又好看。,5
原来东南六朝松所在的那个院落就是梅庵。 ,4
><,2
规则与自由,5
不错的一本日本美术现代简史，作者走访数位艺术家而作，可惜论述不够，收录图还是有点少。,4
长知识。,4
马蒂斯的画，大色块，动感的线条；马蒂斯的一生，挺幸运。这本书的插画，水平一般。,3
祝新年好！,5
到底是罗丹。此书是傅雷先生二十四岁时所译，序言为刘海粟所述。,4
名字起得太大，没头没尾，谈字体，正文的字却小得不能读，难道我老花了？,2
他的 设计思考 是学习系统思考的必读书呢,5
Hello world Hello IDEO,4
严谨靠谱,4
damn good,5
音乐在容器之外的容器,4
读了两章弃，如果早知道是评论集就不买了。,3
纸上建筑，法画观房,5
真好，色与恋不分离。时至如今也还是看不惯竖版书...,3
讲瓷器的时候还成 写经历或者叙事的部分就弱了。比较浅的一些随笔而已 胜在图片够多,3
技法,4
有志于出国学设计或者插画的盆友可以看看，比较像是这方面的留学攻略书。,3
啊！,5
“管风琴是风的歌声，在阳光下七彩斑斓。”,3
还敢再晦涩点儿么？,2
儿插果然最卖座么-。-,5
还是嫌贵。,5
初一时候超级迷的系列，就算不懂意境看看那些画就足够了。,5
逻辑性不强，特别不能容忍的是很多名词找不到对应的图片,3
没有技法 简而言之就是勇敢的画吧,4
用纸非常特别，厚实托色，又不会有胶版纸那种反光。附赠的书法也太小了。,4
浅显易懂的有点让人失望·····,3
刚读完，原来联系这么紧密,5
中国近代社会经济史专题研究,4
已购,5
只要还有这样不矫饰的批判在，就不会一切坚固的东西都烟消云散,4
读不懂-_-#压力山大,3
准备写一篇评论，做讲稿用。,4
永不拿别的个人当手段。,4
初中开始看这种黄书是我画画的原点…… ,5
史話和打譜的雜集。,3
人生短暂、艺术永久,3
引用第一手资料比较多，似乎刻意回避国内学者的著作,4
还是挺清新的一本小书,3
又是仰仗薛冰藏书而成，这位藏书家真神秘：）内容不太池坊，更贴近小源流,5
对于中文不好外文也不好的我来说 还是读得懂的,4
不错，长知识，又实用。,4
论文化修养对设计师的重要性。,5
我真的不喜欢这个建筑师。相比之下更喜欢笔记人老师。,3
对设计本身的追踪与探讨。,4
阅读《追忆似水年华》热身第二弹~~,4
可弥补陶瓷常识性的知识，了解其品类、制作工艺、历史，以及艺术性。,4
地摊上买的，学生的复印版，而且还只有下册，但却让我爱不释手,5
一句奥斯汀年代煞风景的体味联系毁完三观。。。,5
只是碎片化的信息,3
法很强大………,3
这时已经过去很久啦,4
写乾隆真是笑死了。,4
有趣，期待第二冊中譯,4
关于笔法的基本练习。,5
适合快快的翻完,4
图片清楚，有专业的文字解说，适合对古典首饰有兴趣的读者,5
省得去一本一本翻考古报告了，图不错。Nice primary source.,5
因为这本书很慢很感性 也没有刻意要看完 睡前翻一翻 ,4
没想到写得竟然这样好,5
好书,5
……我想收藏一本呀！！！以前在书店看到了居然没买后悔死了！！！！,5
值得佩服，但总归是田野收集。,4
新心灵鸡汤~,5
《科学与艺术》课程推荐；大赞之,5
其实是很好的亲子教育书,4
其屈聱牙，完全看不下去。,1
客观应该四星。但启发性观点非常多，五星推荐！,5
那是还没有拿过毛笔，还是在大三时读过的，想必现在再读一遍更有感触,5
油墨纸张的味道好难闻 （，还有就是...很美,5
等了好几个月，配得上这份期待。,4
不如说是一本建筑设计书,3
不少病句和辞不达意，表达能力堪忧。容量太大，失却重点。图不好。,3
乐手和歌名翻译成中文真是蛋疼啊。。。。找个资源都想半天。。。,3
给了不少启发，联邦走马将开始自己的策展行动,5
就當素材看看吧，沒什麼條理。,3
不能放弃治疗,4
粗线条的书,2
还行,5
注意原名是Outlines of Chinese Art，浅显适合怡情。,4
入门经典，不二之选,5
虽然文字有科普作用，但对欣赏画来说还是太无聊了,3
没啥可读的趣味，画的也不美，都是入门级知识吧,3
沮丧的时候，看一看马蒂斯的色彩。,4
比较啰嗦,3
原文是人种学而不是人类学？,4
文物说明写的不错,4
内容水到惨不忍睹。,1
淺顯易懂,4
正在思考一些相关命题，读到这本，算巧遇吧,3
潜藏于一个安静的角落,5
对卡夫卡的分析很到位。,4
得多看多读，先有一个基本常识。。。,3
研究对象是多么通俗的侦探小说，可这写得...我真的看不懂了...一星打给无知的自己（哭泣,1
送了一本给老大 他很喜欢说要好好看 但是没有一个字认识大写的懵逼吧哈哈哈,5
音乐慢慢植入身体，呼之欲出，旅程中的红尘春光已经埋葬，而地动山摇的澎拜仍在眼前。,5
内容本身没什么问题，但是能好好请个校对吗？腰封和序里面就3个错字，简直了,3
内容没有书名精彩，但可以了解到很多文化史上的小故事，很有趣。,3
略读，还是因为提到的画懒得翻了,3
十八禁~,4
前面的篇目关于宋瓷的经济文化及探究等方面讲的很精彩。后面逊色一些。,4
「Database」.#我是宅,4
握笔、力道、笔锋的运用，只能自己心领神会,5
看过的插画书 只有少数对我有用 它算一本 颇厚 值得买,5
有钱真好啊啊啊,5
要是有高清大图不分页的电子版就好了,5
2014057 周五完成，挺不错的，关于巴赫，管风琴~,4
仍令自己不住惊讶的想象力。,5
蒋勋对红楼梦是真爱。全书最打动人的话：“艺术是一种宗教”。,4
心靈與藝術,5
沈从文的学术之作,4
喜欢作者的画风 但里面的翻译不怎么好 ,4
结尾好感动，老爷爷的赤子之心，一直坚持的梦想,5
蛮有趣的，比之前读的香识和诗经别裁更易懂~,4
挺喜欢蒋勋的。但是这本书太骗人了，写的琐碎浅薄。,2
定性与定量分析,3
翻译太差啦……,2
虽然又是本论文集，但男神就是男神……,5
黑白灰的世界美爆了,5
大学最爱的书之一。,5
心操得稀碎。,4
賞心悅目，收錄等我有錢了系列，,4
意外好看的一本书，生动而不枯燥，很有营养。我看过最深入浅出的建筑书。,5
系统地阐述了各风格Jazz的历史、特征、艺术家、代表作品等，实在靠谱。,5
最好的收藏家是那些购买时间的人。,3
感觉翻译好像不大行,3
美则美矣，买则不必,4
可以买印度的IT，医药，生物，钢铁的股票：）只要不发生社会动荡。,4
风华绝代,5
浮光掠影，一日读完。,3
儿童时的读物,4
沉思的旋律...................我一定要学会弹！！！！！！！！！,5
只是對論文有用罷了。。。,5
棒,5
绘画中的日常，主题甚好，可到底是浅了些,3
不值得购买,3
是一个不错的纪录片脚本。,3
给老丈人买了一本，就标个【读过】吧,5
// N7445 .R5712 2001,4
 你国设计师的设计水准鉴赏水准以及设计追求。 ,1
博客文啊,3
大爱,5
是我想看的书,5
对一个门外汉来说，很通俗易懂，而且脉络清晰,5
有趣又精致！就是有点小，只能当台历了。,5
一个有理科思维的女生写艺术真有魅力。,5
骨灰级文艺男王欣老师。真是悟性好，能处理处这么有味道的建筑语言，现代语境下的传统，学习了。,5
挺有意思的宅文化研究,4
还可以哦，写的挺真实的，内容略浅,4
照片比较清晰。明确能看见时间的纹理。那些老黄的珍珠有瑕白璧,4
編得挺好的啦，不過還是不全啦，五個猩猩啦,5
大部分文章都出自《北方人的巴赫》和《管风琴手记》。略感不厚道。,4
译者该拉出去打250大板。,2
比较简单,3
自传。,3
太有用了！不是那种水彩速成技法，而是把道理说透了。豁然开朗。,5
热爱一种职业，爱比一时的激情更重要，爱包含了忍耐和包容。,4
买了一整套，挺好的。,5
文字很少，简单地讲了讲故事。既然是画书为啥不弄成彩色的呢……,4
致求中和,3
给画漫画的人看的书，期待有好的翻译引进版,5
读这本书的时候会突然很想爸爸 那是他年轻的日子 而我差得好远好远,5
关于波洛克或抽象表现主义，目前汉语叙述中最好的一本。,4
现实主义绘画观。磁场和流动决定了世界上很多东西的外形。图片再大一点，而且是彩色的就好了。,5
巨薄的一本书，就三篇文章，看完觉得。。。翻译的语言挺美的,4
乍看精致，实则粗糙,2
取意在挹彼注兹，终不免深文周纳。考试总算结束了。,3
准备去欧洲，所以买来做功课，看完感觉挺好,5
满满都是收获,5
书中女子无论照片还是画像，都娇美中带着几丝狡黠和猥琐。,4
这本书啊，excited！炒鸡excited！,5
一个社会把它的标准定得越低，也就是把人看得越低。,5
恐怕有點過時，那個時代的傑作，能經眼的太有限了～#2015緩緩讀#020,4
卓越：2X,5
PDF,5
深入浅出，很不错的科普读本,5
文字清新恬淡,4
已购。这本的文字部分寡淡了些。感官主义者，追求平衡和谐，画面热烈，摇椅里的艺术家。,4
畢業，工作；忙亂，尋路。,5
神!,5
设计过程的部分很好案例很多都是站酷上有的，书的好处是整理到一起了，总体还是很好的书,4
受益匪浅,5
在人类学意义上，设计作为解决世界问题的手段，展示了人的独特意义。,5
陈词滥调，论普鲁斯特那里最好，现象学方法解读卡夫卡是我最受不了的东西,3
对于我这种外行来说可真不错。,4
史实理论并重又简明,4
这回可以读一年了！,4
艺术家。,4
我的疑问只是几个人名。,4
颇有启发，图不少。学生作业微多，但另一条思路上的学生作业对我们也蛮有价值吧。,4
过度阐释也好，误解错引也好，理论先行也好，拜谢东老师把我带入二次元文化研究之门。,5
比较平实的一些记录，要说攻略，可以从中得到一些感受吧，太浅了，更希望能深入一些,4
太美了！情不自禁爱上它……,5
有些图确实惊艳呢～虽然是电子版，也能感觉到惊艳,4
喜欢马慧元,4
无法形容的喜欢,5
蒋勋老师是个特别温柔平和，为传播美不厌其烦的人。,5
大好！青色的东山魁夷……净透了！,5
没搞那么复杂，纹样入门书，挺好,5
画得哪里好了。。。,3
@學而優書店 插圖精緻，有代表性。對畫家及其作品讚歎不已。,4
找回本源的成长 2013.12.16,4
“道德判断通常涉及原则和情感之间的平衡,4
9.8分，喔塞 ,5
推薦此書。,5
严谨的叙述，畅雅的翻译，推荐！,5
几乎每页都是误译，尼玛，看着这么高的评分老子就不爽，阿多诺对不住了！,1
观念的转变之源,5
有用,5
2016-04-02至2016-04-17 此类书，正是印证了“空前绝后”四个字。,4
跟欧美的图书馆比起来 亚洲的一看就财力不够呀,3
学到不少东西，暑假有机会借来继续看。,5
图书馆翻到过,3
篇幅不长，居然理论实践相结合，深入浅出。可击节赞叹，可依样画瓢，居家旅行必备良书。,5
这本书太美了，另外才知道原来“一丈青”的原型是耳挖型发簪。,5
精读至132页，很多观点蛮有启发性的（-14.5）,4
翻了一遍，每个方面都可以看到印度和中国的对比。,4
人性中的一切美好都会在好的制度中孕育和成长；人性中的一切罪恶都会在坏的制度中发酵和放大。,5
过简,3
绝版好书！,5
看的时候比较浆糊，后来想想还是懂了一些的嗷。,4
图文质量都很高，特别是艺术家访谈，有很多启发性的东西。非常喜欢！,5
日式盆景花为主。,4
特别浅显的一本马蒂斯入门读物，好在马蒂斯绘画的精髓没有被此书单薄的页数稀释。,4
15年夏在当代moma见到作者，买下此书，但唯唯诺诺不敢上前要签名。终于读完了。,4
结,4
"翻译藏书

",5
就是一个字体设计作品集，被这个书名骗了，居然封面还是抄袭的，气死我了，心疼钱。,1
对于建筑有困惑的学生花几个小时看一遍吧，难得有这样卸下建筑师头衔诚恳相谈的文字了。,5
本来是冲着赫拉巴尔去看的，结果发现在格鲁吉亚放羊非常不错呢……,4
读过两遍。,3
人民群众能够读懂的文化。所谓师傅引进们，修行看个人，所以，在这里找到自己的兴趣点就好,4
傻逼,1
20151222-长草，准备收呢~（与单向历比较犹豫中…）,4
今年收尾的,5
把序撕掉，蠢人蠢话太多余。,3
记一次糟糕的阅读体验。,2
讲座和公众号已经cover 了文字内容 序也看过 书店里翻了 噢原来是二年级学生作业集 ,2
猶豫了一段時間才下手買了，還不錯，大辣這個名字還是有眼光的,4
面白い,4
终于有人为故宫文物做了件正经事,5
入！了！,5
暂且标为读过吧。确实本书中值得商榷的部分太多了，因此很大一部分不能读完了。,3
看着里面的一些画很眼馋，可惜买不到T.T,5
很“文”“艺”的文章，享受……,5
电子版读的好累眼。,5
好看,4
有不少错误,2
用构图和镜头设计表达特定气氛,5
非常好的一本书！,5
买的另一个版本。,5
編輯太狗屎。。。,4
超乎想像的好啊~,5
艺术评论的杰作,5
阿多诺你是神……,5
前半段感觉不错,3
图书馆老馆库存本。级别很高。赚了。600多，娘的，姐买不起啊。,4
真实；人工智能；永生；消失。,5
天堂~就该是图书馆的~模样~,5
这个算课本吗 蛮有意思 ,3
当初游欧洲之前真该看看这个。搞得我现在想看欧洲史还有希腊神话,4
系统jazz入门,5
每一个成功的策展人首先都得是文案高手,3
不朽,5
非常适合入门看。被扫盲好多，比如簪和钗是不同的。还有好多老照片和古画。,5
开阔视野的漫画史,5
  很好读，但总觉得文化批评疏阔空泛，无法落到实处。,3
外国人写给外国人介绍一下中国艺术的普及型文字,3
这本书跟了我有10年了。,4
精致的小书,4
象是艺术人类学范畴的作品,4
美得令人窒息的故宮珍品和拓字，謝謝@48335885 的新年禮物。#2015緩緩讀#014,5
 罗丹艺术论（插图本） ,4
每人看到的东西不一样吧，我纯粹看技法。,4
非筑梦人的梦。,5
文字表意，图像表形，二者终以视觉化形式呈现给人们。感谢创意人，是你们让世界变得更美好。,4
这本杂志做的超棒！！！想买第二期了！！！,5
书名听上去枯燥 内容有意思 ,4
工具书类,3
翻译拗口TTATT,4
2016,4
一本高更的随笔集，从中认识了更立体和矛盾的高更，书中的内容也感动了我。,4
舒服,4
烏有園姐妹集,4
学究气十足的春画考,3
整个学习循序渐进，有乐趣有成就感，推荐零基础的学习。,5
有所得，热血沸腾好几次,4
难得。,5
托人从图书馆借的,5
十年前读过，全不复忆。只记得李义山诗：春日在天涯，天涯日又斜。莺啼如有泪，为湿最高花。,4
与风景对话，山静似太古，日长如小年。,4
和《中国古代服饰研究》是两回事，还挂出沈从文的名字，这擦边球打的！当入门书还不错。,3
一般吧，感觉就是很美国式。,3
这，我觉得看过《写给大家的西方美术史》就不用看这本了……,3
一本温暖的书,4
画风太帅了，非常干货,5
#2016031#,5
读罢，能让自己对设计有新的思考。,4
"应该当做专业教材。
",5
对于国内的商业电影制作者来说是很实用的一本书,4
八破画和太平天国壁画为亮点,3
白先生,5
娓娓道来、形象生动，浅显易懂,4
需要结合参与乐寇的表演训练,5
.....久仰大名总算见到了...原来是本图书.....,4
需要一种齐达内式的举动,5
翻了一下，就是一本图册，没什么好读的，因为根本没什么字,2
kan看了就想吐的书！ ,2
酣畅淋漓的阅读体验，借建筑重温了一遍欧洲史。唯一不足的是观点或引用没有注明出处。,4
非常完整与专业,4
不错，各种民间首饰收藏以及介绍。,5
扎实之作。,5
婉转优美。真心服膺，深有研究的人才能写出,5
经典之作，临了好几遍,5
终于。,5
它在，万里送日历的桥段就在。,4
选读：艺术之效用,3
设计师是解决问题的，思考设计东西才能更好的生活的。这是这个职业的使命,5
挺不错的文艺类书籍,5
当艺术理论读的，具体爾个人，没有太大的感触,3
挚友霍所赠，今日才有心思研究，精巧优致，非常有趣,5
古典乐让人沉静。时代却如此浮躁。,4
异域风情。,4
Stupid,1
三颗星全部给真诚可爱的作者们 编辑和译者可以吊起来暴打,3
这书真棒！！第一次下到辽墓看时的感觉，今天还记得，那感觉非常棒～～,5
马老师，文艺的不行。,5
对设计很有帮助,5
洋洋洒洒艺术论，说到底不过就是“美”一个字。偏爱蒋勋的书，字里行间处处美的生命与力量。,4
优美的树，在自然的观照和把握中呈现自我。,5
温和的文，犹如作者其人。,4
热爱一种职业，爱比一时的激情更重要，爱包含了忍耐和包容。,4
专注，就在当下，心无旁骛。以后当妈妈了更适合翻出来一读。,3
分量不算足，内容也不算专业的样子，不过拿来对付我这种程度的应该够用了。,4
值得拥有  ,5
问题不在于如何在东方元素上加入西方元素，而是如何从西方的氛围中，重新认识东方元素.,5
别具一格，结合社会文化心理对一些作品的分析尤为有意思。,5
很详细很学院派的一本书，值得读。,5
这里面涉及的明显不足百部范例电影中，大多成本不低。,3
还是有点勉强，但是让我知道了很多喜欢的画家,4
基础！,3
读书会阅读书目,5
有意思,4
老先生的某些方法论真心不错,4
分形适用于所有,5
看看,4
别再引用小说了……,4
"感谢那个白发苍苍的老师,我忘了你的名字 @.@",5
看到书有一种被骗的感觉，真的一般,3
很棒的关于爵士乐的书。如果带上原版附带的3张CD就好了。,5
颇有妙见，具有启发性的对话。只是信息碎片难以让人集中注意力好好消化。,4
没什么意思，就是炫耀一下作者的家底儿。,2
很好的视角,4
装帧挺精致的一本书，可惜内容过于浅显几近于无。,3
至今未还..,4
史料翔实 没有文笔,3
去年四折買到的啊四折。,5
个人化的风格，优点是中国和西方的联系起来，缺点是有些谈论的画没有配图。,4
优美清净之书~,4
难道哲学只能被艺术继承？关于起源的探究的确可以推演到现在，但是问题仍然多过解答,4
外婆去世后的第一年，本命年，跑马元年，呼吸不顺畅的一年，也总算过完这一年。,5
最伟大的雕塑家之一,5
厦门,4
小册子每一次读都会有不同的感触。,5
为“90%的人”设计,5
有几篇真不错,4
文笔很棒，眼界不错，值得一看,4
雍正行乐图挺好玩,4
画比文字好看。暖色调的画面真的是令人愉悦，赏心悦目。高更就应该留在塔希提，中途回去干啥,3
装帧+签名,4
四十八手可不是四十八体位哦,4
书法入门的好书。,5
如果没有可能去出过读艺术，读一读倒是觉得也有收获呢,4
数百座壁画墓自西汉至清代的壁画作品2500余幅。,4
内容简介在说神马= =,4
我说这书好主要是因为这书俗-通俗！,4
东山魁夷的书中最美的一本,5
我想像一条河那样，在一个地方受阻，就改变方向，开辟新河道。创造力是生生不息的。,3
给德国人的严谨态度跪了，这本书非常不错，非常基础。,5
"2017.02.06
有趣的书，适合作为引子自行wiki深挖。",5
因为是专栏文，做一本书显得有些粗糙，不够偶尔能发现小趣味，不枯燥，我也是零零碎碎地翻完的。,3
没得说，这本书就是九阴真经，不管是影视从业者或者画手，都应该好好看n遍,5
他来北大讲座 正好得到签名书 很喜欢的一个人,5
"连之前贡布里希  安兰德和 欧洲漫画史
多加一星，视角全面鲜有个人色彩",5
对于自学设计的人，这本书一定要读！多读。,5
受益匪浅,5
字字珠玑，老谋深算之书。时隔一年，再读此书，仍感老辣。,5
读的台版。真的很好很好很好。在家抽空练习临摹，文字性内容的可读性也很强。,5
不可能全部理解，但是对西方当代艺术研究的基本路数大致有个数吧,4
60年代的艺术知识基础普及...针对人群：小朋友...,3
世界史不熟的我看得犹如弱智(￣O￣;)，书本身很好！,4
厚重的一本书，译者严谨细致，赞！,5
这翻译难道不是一逼屌糟咩,3
从关注周围的世界到探究自己的小丑 戏剧的旅程也是重识万物的过程   ,4
不是一般的美,5
是否能够复苏,5
这辈子要是能每个都去真的都值了，这么多，其实斯图加特的让人印象最深。,4
我们学校的教科书,5
有些翻译很奇怪,5
读不顺，感觉是人名的堆砌。,3
即使作为学术论文也实在太难读了..,3
感叹一个艺术家的坚持是多么的辛苦与好玩！沉浸在自己的世界与生活节奏当中是多么幸福的事情。,4
印度特色的民主呵呵,4
原以为讲漫画多，不过还是讲历史多，没看完,3
值得精读的好书,4
一本简单的艺术史,3
猫叔卖给我的真心好！到！暴！,5
如果再分类的有些规律就好了,3
排版和插花都好棒，不忍心在上面做笔记，好多花想要认识。,4
原始艺术的分析很有价值。不过作者为了得到结论也有选择性的使用了不少证据。,4
已买。,5
干货来的，全五分给业界良心！我感觉真的是没有保留的设计书，翻到第一页我就下决心买了！,5
虽对建筑没兴趣，看看书还是行的。,4
译的比较让人吃力,4
很喜欢,5
那些最细致的手艺，背后都是卑微的生活。"",4
有趣,5
要理解感觉还很远,3
有趣,4
“不是所有人都是时代的孩子，你永远不知道一个浮华的社会里埋藏着多么古典的精神”,4
大学,5
第40页那张图惊到我了，居然用简单的排线就完成了这么奇妙的效果,5
超级好资料。,5
作品不够多黑白稿不太多（选入的大概都是代表作）没看够就没了，当然能出中文版还是很开心,5
献上所有膝盖并感谢众大佬的翻译,5
不好看，啥也没有,2
实用性很高,4
海外学者做艺术史就是有趣啊……,4
选编视野开阔，思想与艺术的交融。,5
西方美术史入门级读物，写得很有趣。,5
伦勃朗的比较有意思,3
了不起的一本书，信息量巨大。,5
扣一颗星。深度怀疑王柯平的汉语水平。,4
后面半部太进阶了，感觉前面的比较有参考意义。,5
摄影师极其内行，不在其张张精细美不胜收，而是体现在程派的特点展露无遗,5
我需要再读才理解,4
我TU赛高,5
专业课的书嘛,3
科普书籍。,3
展览生产未来并抵抗遗忘。感谢松鼠大人孜孜不倦的买书回来==。。,5
唐代女性也不容易，解放了前胸，头上却戴得这么重,4
激动人心！！！啊我不要学艺术史了！,5
记者写的，不能要求太高。翻一遍可以了解现代印度的概况。,3
整部作品引述混乱，逻辑不明，资料冗繁。学术价值有，可读性很差。,3
期待嚴晓星的新書。,3
对于文学外部研究很有启发，只是外语语法直接中译，导致阅读非常困难……,4
插图不错,4
第一次认真看完了一年的日历,4
日記。有一些還是主觀陳述，無從在短時間內去研究一些東西。,4
现在才看果然太晚了。都肉身体会了。。。。,5
看标题是不想读的。但读进去之后，发现是一本有意思的设计类批评，很多案例可以学习。,4
衰老和疾病并不是放弃生活的原因。,3
太长了，门外汉总算看完，翻译的也一般,4
送给爸爸的新年礼物,5
浅，没价值,2
日本上古AV,5
"非常实用的速写和建筑画教材,里面的小练习很管用",5
好看。,4
从画室顺走了第一卷,5
蛮有趣~,3
非常棒且实用的黑白灰绘图教学，值得反复学习，强烈推荐,5
看了有点失望,3
极好看，基于图像的艺术-社会全景,5
构成学经典,5
如果一本书能告诉你一些知识，那至少是本好书。幸运的是这本书做到了还做的不错。,4
2014.9.2，打印阅读。,4
书店翻过，书极好，不过印的真的很差~,2
像365夜…,4
略显琐碎,3
四夫人扛鼎之作,5
这样的大作暂时读不懂 以后重读,4
仅仅是看看这些图书馆的建筑和设计就叹为观止了，藏书就不必多说了。天堂应该是图书馆的模样。,5
还行,3
做一些功课再读可能更好，还是值回书价的，有部分章节需要重看。,4
一直很喜欢中国传统首饰，其中的饰品很精致很漂亮，是这方面不可多得的文献。,4
超好的书，吐血推荐,5
易读的入门书，小幽默的叙述用来了解这个大国邻居。,4
太厚啦！,4
感觉专业性还是太强了些，不适合我这门外汉。,4
神级别.,5
就CD也值一半价啊！,5
布尔迪厄的书总是那么地能够让人读懂！这本书若有时间可以好好做下笔记啊！,5
很多插花的例子，等以后真的感兴趣学盛花流派日式插花再细细的看吧！,4
拿到15年版，名不虚传，值得收藏,5
2006-10-10 10:51:54借书,5
很棒，logotype 真的很难。,4
非常有价值一本书 本来是大学老师们该讲的话  ,5
雨天翻一翻，时间不至于太潮湿,5
杜尚翻译为杜塞....杜塞尔多夫哦还...,4
漂亮极了。,5
没看懂,2
值得一看。,5
不错，等画好素描时，再细看一遍,5
没介绍美国和苏联插画，一大失误，第二过于艺术化，连埃德蒙·杜拉克都没详细介绍，失误,3
的确是“入门经典”。,4
很有帮助的工具书,5
字体排版不是很喜欢，其他满分。每一幅都很经典。,5
果真是科学家写的书第三章完全转向脑科学根本连接不起来嘛唉,3
叶锦添的创意美学。,4
置身于广泛的历史语境中的艺术史。。,4
很多平面构成，点、线、面的组合。需积累的元素,4
很多镜头技巧挺有趣的,4
